Domain,URL,Company Name,Segment,Reasoning,Employees,Country,Industry,LinkedIn,Short Description
hgmedia.hu,https://hgmedia.hu,HG Media,IM_FIRST_AGENCIES,"""influencer marketing agency""",57,Hungary,online media,http://www.linkedin.com/company/hg-media,"A HG Media a közép-kelet-európai régió legnagyobb magántulajdonban lévő tartalommarketing-ügynöksége. 1998-ban alapították, saját márkákkal és K + F t"
htb.marketing,https://htb.marketing,HTB,IM_FIRST_AGENCIES,"""Somos especialista en marketing de Influencers. Encontramos los creadores de contenido ideales para tu marca.""",19,United Kingdom,marketing & advertising,http://www.linkedin.com/company/hispanic-travel-bloggers,"Somos especialista en marketing de Influencers. Encontramos los creadores de contenido ideales para tu marca.

Los creadores de contenido son aliados "
thematicdigital.ro,https://thematicdigital.ro,Thematic Digital,IM_FIRST_AGENCIES,"""strategiile pline de impact din influencer marketing.""",11,Romania,online media,http://www.linkedin.com/company/thematic-digital,"Thematic Digital is part of Thematic Group, the umbrella company that encompasses Thematic Channels and Thematic Digital, acting as the exclusive repr"
ultima-asia.com,https://ultima-asia.com,Ultima Asia Network,IM_FIRST_AGENCIES,"""Talent managed as long-term brand assets—from ambassadors to specialised creators.""",76,Indonesia,marketing & advertising,http://www.linkedin.com/company/ultima-asia,"Ultima Asia Network is a creative agency based in Jakarta, Indonesia, specializing in advertising, event management, and talent management. The compan"
buzztik.com,https://buzztik.com,BuzzTik - Content Creator Management,IM_FIRST_AGENCIES,"""We MANAGE content creators FOR you.""",6,Slovenia,internet,http://www.linkedin.com/company/buzztik-content-creator-management,"We are not a platform. We MANAGE content creators FOR you. 👉🏻 No more time-consuming creator and content management through platforms. 

Get user-gene"
irismanagement.fr,https://irismanagement.fr,Iris Management,IM_FIRST_AGENCIES,"""notre mission est de guider les marques dans leur stratégie d’influence en faisant appel à nos profils exclusifs et notre vaste réseau de créateurs de contenu.""",4,France,marketing & advertising,http://www.linkedin.com/company/irismngmt,"Iris Management une agence d'influence experte TikTok composée d'une équipe d'experts passionnés, déterminés à faire de chaque créateur de contenus et"
jackapp.ai,https://jackapp.ai,JACK,IM_FIRST_AGENCIES,"""digital platform to run Influencer Marketing Campaigns""",41,France,marketing & advertising,http://www.linkedin.com/company/jackapp,JACK is a brand new digital platform to run Influencer Marketing Campaigns. With Jack Brands and digital Creators can manage the entire campaign workf
zebr.app,https://zebr.app,Zebr,IM_FIRST_AGENCIES,"""We connect brands, films, and songs with the internet’s most powerful creators to spark iconic social moments and drive engagement""",9,United Kingdom,marketing & advertising,http://www.linkedin.com/company/zebrcompany,"Zebr is a creator marketing platform for music, entertainment, and brands.
We launch creator-led campaigns that drive real UGC, cultural moments, and "
kora.works,https://kora.works,KORA,IM_FIRST_AGENCIES,"""we connect brands with creators""",10,United Kingdom,marketing & advertising,http://www.linkedin.com/company/koraworks,KORA is a digital marketing agency that specializes in creating socially driven campaigns for music artists. The agency focuses on connecting artists 
intello.co,https://intello.co,Intello,IM_FIRST_AGENCIES,"""Intello représente les créateurs de savoir et d’impact les plus influents sur YouTube, Instagram, TikTok et LinkedIn.""",15,France,marketing & advertising,http://www.linkedin.com/company/agence-intello,"Intello, founded in 2017 in New York, is a SaaS management platform that offers comprehensive solutions for managing Software-as-a-Service subscriptio"
brandstage.ro,https://brandstage.ro,BrandStage,IM_FIRST_AGENCIES,"""noi iți putem oferi toate soluțiile necesare pentru ca brandul tău sa devină viral.""",6,,marketing & advertising,http://www.linkedin.com/company/brandstage,Brandstage este o agentie de marketing specializata pe platforma TikTok. Noi iti putem oferi toate solutiile necesare pentru ca brandul tau sa devina 
wearetiktok.agency,https://wearetiktok.agency,WATT AGENCY,IM_FIRST_AGENCIES,"""Kampanje z vplivneži V središču naše TikTok strategije se nahajajo vplivneži, ki kampanje približajo gledalcem z znanimi obrazi.""",12,,marketing & advertising,http://www.linkedin.com/company/wearetiktok-agency,"Najhitreje rastoča TikTok agencija iz Slovenije! 

Več kot 30 zadovoljnih strank. 

Fokusiramo se na vstop brandov na Tiktok, oglaševanje na TikToku i"
welovefun.cz,https://welovefun.cz,WELOVEFUN,IM_FIRST_AGENCIES,"""Budujeme byznys tvůrce stejně jako byznys značky. Nastavujeme partnerství, monetizaci a obchodní směr tak, aby růst nebyl náhodný, ale řízený.""",19,Czechia,marketing & advertising,http://www.linkedin.com/company/welovefun,"WELOVEFUN je Social Media Label s vlastní agenturou působící od roku 2020. Domov pro začínající i zkušené talenty, který svou strukturou rozvíjí, zdok"
citrustalent.com,https://citrustalent.com,Citrus Talent,IM_FIRST_AGENCIES,"""We offer comprehensive celebrity management services, handling endorsements, appearances, and collaborations with professionalism and seamless coordination.""",120,Pakistan,marketing & advertising,http://www.linkedin.com/company/citrustalent,"Citrus Talent is a leading talent agency in Pakistan, founded in 2006 by Fahad Hussain. Initially a one-man operation, it has grown to specialize in d"
boomads.com,https://boomads.com,Boomads,IM_FIRST_AGENCIES,"""recognized as Turkey's first influencer marketing platform, specializing in creative collaborations with over 50,000 bloggers and influencers.""",12,Turkey,marketing & advertising,http://www.linkedin.com/company/boomads,"Boomads is an international content and influencer marketing company founded in 2011 and based in Istanbul, Turkey, with an additional office in Berli"
propulse-media.com,https://propulse-media.com,Propulse by Reworld Media,IM_FIRST_AGENCIES,"""notre métier est d'accompagner les créateurs dans le développement de leurs communautés sur tous les réseaux.""",16,France,online media,http://www.linkedin.com/company/propulse-by-reworld-media,"Agence de distribution de créateurs de contenus, notre métier est d'accompagner les créateurs dans le développement de leurs communautés sur tous les "
elitesocials.nl,https://elitesocials.nl,Elite Socials,IM_FIRST_AGENCIES,"""wij koppelen jouw bedrijf aan de best passende influencers""",6,Netherlands,marketing & advertising,http://www.linkedin.com/company/elite-socials,"Elite Socials is een social media Agency gespecialiseerd in het ontwerpen, uitvoeren en managen van Social Media Influencer campagnes. Wij koppelen jo"
sparkle-agency.fr,https://sparkle-agency.fr,Sparkle by Jaws,IM_FIRST_AGENCIES,"""Accompagnement pour la mise en place de campagnes""",32,,marketing & advertising,http://www.linkedin.com/company/sparklebyjaws,"Sparkle by Jaws, also known as Sparkle Agency, is a digital marketing agency that specializes in enhancing brand presence on social media, particularl"
promoplug.de,https://promoplug.de,promoplug,IM_FIRST_AGENCIES,"""Wir konzipieren und produzieren TikTok Kampagnen für Musiker*innen & Brands.""",16,Germany,marketing & advertising,http://www.linkedin.com/company/promoplug,"POV: du willst TikTok Content der knallt

dann such weiter!

joke

du bist an der richtigen Adresse 🫶

Wir konzipieren und produzieren TikTok Kampagne"
studi.media,https://studi.media,STUDI,IM_FIRST_AGENCIES,"""Współpracowaliśmy z 100+ markami konsumenckimi""",28,Poland,online media,http://www.linkedin.com/company/abstrachuje.tv,STUDI is Poland's largest independent video content producer on YouTube. The company has a diverse portfolio of YouTube channels and social media prof
odemena.com,https://odemena.com,ODE MENA,IM_FIRST_AGENCIES,"""We connect brands with creators""",4,United Arab Emirates,entertainment,http://www.linkedin.com/company/ode-mena,"We work to be the best so we can offer the best to our community.
One Digital MENA is not your average run-of-the-mill digital agency. We put our crea"
thesocialarm.com,https://thesocialarm.com,The Social Arm,IM_FIRST_AGENCIES,"""KOL activations""",11,Singapore,marketing & advertising,http://www.linkedin.com/company/thesocialarm,We are a local social content agency based in the +65 that believes in creating content that not only engages but also helps create authentic connecti
vortexagency.nl,https://vortexagency.nl,Vortex Agency | Part of Happy Horizon,IM_FIRST_AGENCIES,"""we deliver top-notch marketing, PR, and influencer services to clients near and far""",9,Netherlands,marketing & advertising,http://www.linkedin.com/company/vortexagency,Wij verzorgen TikTok-campagnes.
boostertalent.com,https://boostertalent.com,Booster Talent,IM_FIRST_AGENCIES,"""Booster Talent, plus qu’une agence d’influenceurs, LA référence de l’influence africaine""",12,Senegal,marketing & advertising,http://www.linkedin.com/company/booster-talent,"Booster Talent est un média d'influence qui crée un lien dynamique entre les talents digitaux et les marques, favorisant ainsi une collaboration respo"
newtvgeneration.com,https://newtvgeneration.com,NewTV Generation,IM_FIRST_AGENCIES,"""We help brands expand their reach and connect with the right audience.""",13,Turkey,marketing & advertising,http://www.linkedin.com/company/newtv-generation,NewTV Generation is a dynamic influencer marketing agency connecting brands with top-tier content creators worldwide. We help brands expand their reac
migrationcreates.com,https://migrationcreates.com,Migration,IM_FIRST_AGENCIES,"""influencer marketing""",87,South Africa,marketing & advertising,http://www.linkedin.com/company/migrationstudio,"Migration is a strategy and creative studio that partners with businesses to enhance growth, purposeful communication, and brand development. The comp"
tailify.com,https://tailify.com,Tailify,IM_FIRST_AGENCIES,"""Tailify is an influencer marketing agency based in London, England, founded in 2014.""",7,United Kingdom,marketing & advertising,http://www.linkedin.com/company/tailify,"Tailify is an influencer marketing agency based in London, England, founded in 2014. The company specializes in optimizing brand marketing strategies "
dontpanic.pe,https://dontpanic.pe,"Don't Panic - Holding de Comunicación, Marketing y Gestión de Crisis",IM_FIRST_AGENCIES,"""Influencer Marketing""",30,Peru,public relations & communications,http://www.linkedin.com/company/dontpanicperu,"Don't Panic - Holding de Comunicación, Marketing y Gestión de Crisis is a Peruvian company founded in 2013. It operates as a holding group specializin"
jmagency.net.au,https://jmagency.net.au,"JM Agency, Australia",IM_FIRST_AGENCIES,"""agents and managers for artists, athletes, entertainers, and other public figures""",6,Australia,entertainment,http://www.linkedin.com/company/jm-agency-australia,"JM Agency represents some of Australia's finest
and well respected performers."
granthamhazeldine.com,https://granthamhazeldine.com,GRANTHAM HAZELDINE LIMITED,IM_FIRST_AGENCIES,"""talent agency""",12,United Kingdom,performing arts,http://www.linkedin.com/company/grantham-hazeldine-limited,
narrowroad.co.uk,https://narrowroad.co.uk,The Narrow Road Company,IM_FIRST_AGENCIES,"""Talent Management since 1986 representing Actors and Creatives across all areas of the industry""",45,United Kingdom,entertainment,http://www.linkedin.com/company/narrow-road-company-limited-the-,Talent Management since 1986 representing Actors and Creatives across all areas of the industry
suziesteen.com.au,https://suziesteen.com.au,Suzie Steen Mgmt,IM_FIRST_AGENCIES,"""talent management agency representing a roster of well-established actors""",22,Australia,entertainment,http://www.linkedin.com/company/suziesteenmgmt,"SSM is an innovative, selective talent management agency representing 
well-established actors who we nurture with integrity and professionalism."
